3 100
3500 3
-0.68368  0.67521 -1.36408
-0.88282  0.99754 -1.3972 
-0.95089  1.08559 -0.69168
-0.89712  0.11002 -1.74927
-0.26683  0.7678  -0.22238
-0.56523  0.79613 -1.20482
-1.94147  1.09767 -1.05479
-0.73946  1.22914 -0.68937
-1.09472  0.98726 -1.77559
-1.21596 -0.13854 -1.11966
-0.98658  0.97667 -1.15043
-0.76843  1.19188 -1.48675
-1.13254  0.53424 -0.7097 
-1.00031  1.02128 -1.04488
 0.16058  0.55355 -1.02649
-0.71651  0.95718  0.02579
-2.31892  0.78671 -1.33271
-0.96843  1.06696  0.03626
-0.75526  0.76166 -0.50719
-0.45706  0.64812 -0.38906
-0.97682  1.01053 -0.49258
-1.37205  1.05103 -1.74531
-1.04757  1.61649 -1.14855
-1.65383 -0.0997  -1.09136
-0.46733  1.07022 -0.54691
-1.03714  0.24064 -0.74906
-0.88277  0.86312 -1.05154
-0.66508  1.2401  -2.2689 
-1.92774  0.54159 -1.30224
-0.92341  0.98365 -0.61279
-1.04756  1.02576 -1.03829
-1.10184  1.21357 -1.3331 
-0.79319  1.47921 -0.10063
-1.26966  0.89353 -0.05117
-0.73275  1.31652 -0.20807
-1.42656  0.51697 -1.14785
-0.33011 -0.0749  -0.55092
-1.00423  0.99348 -1.16626
-1.10431  1.38766  0.12963
-0.63994  1.09857 -1.91689
-1.74301  1.41633 -0.60519
-1.8476   1.33383 -0.04295
-0.64154  1.81095 -0.55312
-0.95738  0.92888 -0.53362
-1.57634  0.59984 -0.04446
-0.98365  0.839   -1.04851
-0.85394  1.0104  -0.98593
-1.33763  0.59865 -1.937  
-0.97675  1.9115  -0.33586
-1.41064 -0.00751 -0.63979
-1.8843   0.69482 -0.85363
-1.35226  1.54746 -0.63269
-1.45865  0.83131 -0.30781
-1.32584  1.11796 -1.4545 
-0.78589  0.89164 -0.94829
-1.64195  0.99628 -0.09519
-1.04278  0.65209 -0.91675
-0.69671  0.57846 -1.60692
-1.36241  1.46657 -0.90011
-1.88812  0.55191 -0.50813
-1.93037  1.62187 -1.65864
-1.16554  0.33116 -0.65318
-0.75926  1.62812 -1.18812
-1.26529  0.25423 -0.22784
-0.872    1.22704 -0.84578
-0.49469  0.60722 -0.40814
-1.44507  0.68045 -1.77747
-1.28994  1.53012 -2.10548
-1.00634  1.00919 -0.9798 
-1.01943  1.0795  -1.09087
-0.96222  1.04084 -0.80303
-0.53811  1.58705 -1.9991 
-1.82381  0.97251 -1.65371
-1.10614  1.42983 -0.73115
-1.13928  1.0758  -0.77246
-1.3658   0.62121 -1.36076
-1.01225  1.1683  -1.44199
-0.37833  1.20431 -0.57173
-0.22884  0.95022 -1.74406
-0.84803  1.21324 -1.80265
-1.02061  0.85195 -0.15375
-1.7447   0.4283  -1.19601
-0.6416   0.05065 -1.65601
-0.97942  1.00507 -1.38004
-1.10188 -0.12911 -0.72092
-0.86013  1.31454 -0.07591
-0.67269  1.61795 -1.15953
-1.03275  0.94994 -1.03733
-0.25428  0.08652 -1.23951
-1.10571  0.80864 -1.10562
-0.98002  1.00479 -0.83527
-0.14408  1.08225  0.08803
-0.74614  0.72949 -1.0184 
-1.08738  0.80106 -0.55855
-0.98927  1.00559 -1.3851 
-0.92968  0.86007 -0.97822
-1.08592  0.41948 -0.63555
-0.82173  1.16351 -1.13133
-0.9758   1.06178 -0.91002
-1.08696  1.65113 -0.9986 
-1.61523  0.40765 -0.85057
-0.97304  0.99224 -1.13975
-0.90791  1.04056 -1.25355
-0.15217  0.63406 -0.74705
-1.2483   1.35703 -1.46453
-0.96471  0.97552 -0.62861
-1.04816  1.48826 -1.12033
-1.4523   0.82836 -1.51876
-0.45058  0.25685 -1.94258
-1.283    1.78295 -2.02204
-0.96419  0.98136 -0.87288
-1.38677  1.61197  0.02131
-0.53703  0.75453 -0.74758
-0.29812  1.09762 -0.00207
